"","promoter_tssName","promoter_seqnames","promoter_start","promoter_end","promoter_width","promoter_strand","promoter_name","hg19_seqnames","hg19_start","hg19_end","hg19_width","hg19_strand","hg19_tx_name","hg19_gene","chrom","start","end","strand","gene","promoter_fullname"
"119","chr3_50268873_50268874","chr3",50267873,50269873,2001,"+","chr3.50267873.50269873","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50268873,50268874,"+","SEMA3B","chr3_50268873_50268874_SEMA3B"
"120","chr3_50268919_50268920","chr3",50267919,50269919,2001,"+","chr3.50267919.50269919","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50268919,50268920,"+","SEMA3B","chr3_50268919_50268920_SEMA3B"
"121","chr3_50268936_50268937","chr3",50267936,50269936,2001,"+","chr3.50267936.50269936","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50268936,50268937,"+","SEMA3B","chr3_50268936_50268937_SEMA3B"
"122","chr3_50268940_50268941","chr3",50267940,50269940,2001,"+","chr3.50267940.50269940","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50268940,50268941,"+","SEMA3B","chr3_50268940_50268941_SEMA3B"
"123","chr3_50268972_50268973","chr3",50267972,50269972,2001,"+","chr3.50267972.50269972","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50268972,50268973,"+","SEMA3B","chr3_50268972_50268973_SEMA3B"
"124","chr3_50269146_50269147","chr3",50268146,50270146,2001,"+","chr3.50268146.50270146","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50269146,50269147,"+","SEMA3B","chr3_50269146_50269147_SEMA3B"
"125","chr3_50269164_50269165","chr3",50268164,50270164,2001,"+","chr3.50268164.50270164","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50269164,50269165,"+","SEMA3B","chr3_50269164_50269165_SEMA3B"
"126","chr3_50269168_50269169","chr3",50268168,50270168,2001,"+","chr3.50268168.50270168","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50269168,50269169,"+","SEMA3B","chr3_50269168_50269169_SEMA3B"
"127","chr3_50269213_50269214","chr3",50268213,50270213,2001,"+","chr3.50268213.50270213","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50269213,50269214,"+","SEMA3B","chr3_50269213_50269214_SEMA3B"
"128","chr3_50270560_50270561","chr3",50269560,50271560,2001,"+","chr3.50269560.50271560","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50270560,50270561,"+","SEMA3B","chr3_50270560_50270561_SEMA3B"
"129","chr3_50273118_50273119","chr3",50272118,50274118,2001,"+","chr3.50272118.50274118","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50273118,50273119,"+","SEMA3B","chr3_50273118_50273119_SEMA3B"
"130","chr3_50273129_50273130","chr3",50272129,50274129,2001,"+","chr3.50272129.50274129","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50273129,50273130,"+","SEMA3B","chr3_50273129_50273130_SEMA3B"
"131","chr3_50273151_50273152","chr3",50272151,50274151,2001,"+","chr3.50272151.50274151","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50273151,50273152,"+","SEMA3B","chr3_50273151_50273152_SEMA3B"
"132","chr3_50273156_50273157","chr3",50272156,50274156,2001,"+","chr3.50272156.50274156","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50273156,50273157,"+","SEMA3B","chr3_50273156_50273157_SEMA3B"
"133","chr3_50273159_50273160","chr3",50272159,50274159,2001,"+","chr3.50272159.50274159","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50273159,50273160,"+","SEMA3B","chr3_50273159_50273160_SEMA3B"
"134","chr3_50273345_50273346","chr3",50272345,50274345,2001,"+","chr3.50272345.50274345","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50273345,50273346,"+","SEMA3B","chr3_50273345_50273346_SEMA3B"
"135","chr3_50274633_50274634","chr3",50273633,50275633,2001,"+","chr3.50273633.50275633","chr3",50264499,50296794,32296,"+","NM_001282620.2","GNAI2","chr3",50274633,50274634,"+","SEMA3B","chr3_50274633_50274634_SEMA3B"
"136","chr3_52402160_52402161","chr3",52401160,52403160,2001,"+","chr3.52401160.52403160","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52402160,52402161,"+","BAP1","chr3_52402160_52402161_BAP1"
"137","chr3_52403550_52403551","chr3",52402550,52404550,2001,"+","chr3.52402550.52404550","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52403550,52403551,"+","BAP1","chr3_52403550_52403551_BAP1"
"138","chr3_52403646_52403647","chr3",52402646,52404646,2001,"+","chr3.52402646.52404646","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52403646,52403647,"+","BAP1","chr3_52403646_52403647_BAP1"
"139","chr3_52404476_52404477","chr3",52403476,52405476,2001,"+","chr3.52403476.52405476","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52404476,52404477,"+","BAP1","chr3_52404476_52404477_BAP1"
"140","chr3_52405652_52405653","chr3",52404652,52406652,2001,"+","chr3.52404652.52406652","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52405652,52405653,"+","BAP1","chr3_52405652_52405653_BAP1"
"141","chr3_52408046_52408047","chr3",52407046,52409046,2001,"+","chr3.52407046.52409046","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52408046,52408047,"+","BAP1","chr3_52408046_52408047_BAP1"
"142","chr3_52409782_52409783","chr3",52408782,52410782,2001,"+","chr3.52408782.52410782","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52409782,52409783,"+","BAP1","chr3_52409782_52409783_BAP1"
"143","chr3_52409877_52409878","chr3",52408877,52410877,2001,"+","chr3.52408877.52410877","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52409877,52409878,"+","BAP1","chr3_52409877_52409878_BAP1"
"144","chr3_52409913_52409914","chr3",52408913,52410913,2001,"+","chr3.52408913.52410913","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52409913,52409914,"+","BAP1","chr3_52409913_52409914_BAP1"
"145","chr3_52409950_52409951","chr3",52408950,52410950,2001,"+","chr3.52408950.52410950","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52409950,52409951,"+","BAP1","chr3_52409950_52409951_BAP1"
"146","chr3_52410007_52410008","chr3",52409007,52411007,2001,"+","chr3.52409007.52411007","chr3",52350334,52434508,84175,"+","NM_015512.5","DNAH1","chr3",52410007,52410008,"+","BAP1","chr3_52410007_52410008_BAP1"
"147","chr4_120061035_120061036","chr4",120060035,120062035,2001,"+","chr4.120060035.120062035","chr4",120056986,120108944,51959,"+","NM_016599.5","MYOZ2","chr4",120061035,120061036,"+","MAD2L1","chr4_120061035_120061036_MAD2L1"
"148","chr4_120066820_120066821","chr4",120065820,120067820,2001,"+","chr4.120065820.120067820","chr4",120056986,120108944,51959,"+","NM_016599.5","MYOZ2","chr4",120066820,120066821,"+","MAD2L1","chr4_120066820_120066821_MAD2L1"
"149","chr4_120066832_120066833","chr4",120065832,120067832,2001,"+","chr4.120065832.120067832","chr4",120056986,120108944,51959,"+","NM_016599.5","MYOZ2","chr4",120066832,120066833,"+","MAD2L1","chr4_120066832_120066833_MAD2L1"
"150","chr4_120066847_120066848","chr4",120065847,120067847,2001,"+","chr4.120065847.120067847","chr4",120056986,120108944,51959,"+","NM_016599.5","MYOZ2","chr4",120066847,120066848,"+","MAD2L1","chr4_120066847_120066848_MAD2L1"
"151","chr4_120066851_120066852","chr4",120065851,120067851,2001,"+","chr4.120065851.120067851","chr4",120056986,120108944,51959,"+","NM_016599.5","MYOZ2","chr4",120066851,120066852,"+","MAD2L1","chr4_120066851_120066852_MAD2L1"
"152","chr4_120066857_120066858","chr4",120065857,120067857,2001,"+","chr4.120065857.120067857","chr4",120056986,120108944,51959,"+","NM_016599.5","MYOZ2","chr4",120066857,120066858,"+","MAD2L1","chr4_120066857_120066858_MAD2L1"
"153","chr4_120067191_120067192","chr4",120066191,120068191,2001,"+","chr4.120066191.120068191","chr4",120056986,120108944,51959,"+","NM_016599.5","MYOZ2","chr4",120067191,120067192,"+","MAD2L1","chr4_120067191_120067192_MAD2L1"
"154","chr4_17817231_17817232","chr4",17816231,17818231,2001,"+","chr4.17816231.17818231","chr4",17812601,17846488,33888,"+","NM_022346.5","NCAPG","chr4",17817231,17817232,"+","NCAPG","chr4_17817231_17817232_NCAPG"
"155","chr4_17823698_17823699","chr4",17822698,17824698,2001,"+","chr4.17822698.17824698","chr4",17812601,17846488,33888,"+","NM_022346.5","NCAPG","chr4",17823698,17823699,"+","NCAPG","chr4_17823698_17823699_NCAPG"
"156","chr5_138178718_138178719","chr5",138177718,138179718,2001,"+","chr5.138177718.138179718","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138178718,138178719,"+","KIF20A","chr5_138178718_138178719_KIF20A"
"157","chr5_138179059_138179060","chr5",138178059,138180059,2001,"+","chr5.138178059.138180059","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179059,138179060,"+","KIF20A","chr5_138179059_138179060_KIF20A"
"158","chr5_138179064_138179065","chr5",138178064,138180064,2001,"+","chr5.138178064.138180064","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179064,138179065,"+","KIF20A","chr5_138179064_138179065_KIF20A"
"159","chr5_138179073_138179074","chr5",138178073,138180073,2001,"+","chr5.138178073.138180073","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179073,138179074,"+","KIF20A","chr5_138179073_138179074_KIF20A"
"160","chr5_138179083_138179084","chr5",138178083,138180083,2001,"+","chr5.138178083.138180083","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179083,138179084,"+","KIF20A","chr5_138179083_138179084_KIF20A"
"161","chr5_138179100_138179101","chr5",138178100,138180100,2001,"+","chr5.138178100.138180100","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179100,138179101,"+","KIF20A","chr5_138179100_138179101_KIF20A"
"162","chr5_138179105_138179106","chr5",138178105,138180105,2001,"+","chr5.138178105.138180105","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179105,138179106,"+","KIF20A","chr5_138179105_138179106_KIF20A"
"163","chr5_138179111_138179112","chr5",138178111,138180111,2001,"+","chr5.138178111.138180111","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179111,138179112,"+","KIF20A","chr5_138179111_138179112_KIF20A"
"164","chr5_138179116_138179117","chr5",138178116,138180116,2001,"+","chr5.138178116.138180116","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179116,138179117,"+","KIF20A","chr5_138179116_138179117_KIF20A"
"165","chr5_138179159_138179160","chr5",138178159,138180159,2001,"+","chr5.138178159.138180159","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179159,138179160,"+","KIF20A","chr5_138179159_138179160_KIF20A"
"166","chr5_138179160_138179161","chr5",138178160,138180160,2001,"+","chr5.138178160.138180160","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179160,138179161,"+","KIF20A","chr5_138179160_138179161_KIF20A"
"167","chr5_138179167_138179168","chr5",138178167,138180167,2001,"+","chr5.138178167.138180167","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179167,138179168,"+","KIF20A","chr5_138179167_138179168_KIF20A"
"168","chr5_138179168_138179169","chr5",138178168,138180168,2001,"+","chr5.138178168.138180168","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179168,138179169,"+","KIF20A","chr5_138179168_138179169_KIF20A"
"169","chr5_138179194_138179195","chr5",138178194,138180194,2001,"+","chr5.138178194.138180194","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179194,138179195,"+","KIF20A","chr5_138179194_138179195_KIF20A"
"170","chr5_138179220_138179221","chr5",138178220,138180220,2001,"+","chr5.138178220.138180220","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138179220,138179221,"+","KIF20A","chr5_138179220_138179221_KIF20A"
"171","chr5_138184827_138184828","chr5",138183827,138185827,2001,"+","chr5.138183827.138185827","chr5",138089113,138270723,181611,"+","NM_001290309.3","CTNNA1","chr5",138184827,138184828,"+","KIF20A","chr5_138184827_138184828_KIF20A"
"172","chr6_43770183_43770184","chr6",43769183,43771183,2001,"+","chr6.43769183.43771183","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770183,43770184,"+","VEGFA","chr6_43770183_43770184_VEGFA"
"173","chr6_43770210_43770211","chr6",43769210,43771210,2001,"+","chr6.43769210.43771210","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770210,43770211,"+","VEGFA","chr6_43770210_43770211_VEGFA"
"174","chr6_43770212_43770213","chr6",43769212,43771212,2001,"+","chr6.43769212.43771212","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770212,43770213,"+","VEGFA","chr6_43770212_43770213_VEGFA"
"175","chr6_43770706_43770707","chr6",43769706,43771706,2001,"+","chr6.43769706.43771706","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770706,43770707,"+","VEGFA","chr6_43770706_43770707_VEGFA"
"176","chr6_43770781_43770782","chr6",43769781,43771781,2001,"+","chr6.43769781.43771781","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770781,43770782,"+","VEGFA","chr6_43770781_43770782_VEGFA"
"177","chr6_43770792_43770793","chr6",43769792,43771792,2001,"+","chr6.43769792.43771792","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43770792,43770793,"+","VEGFA","chr6_43770792_43770793_VEGFA"
"178","chr6_43771082_43771083","chr6",43770082,43772082,2001,"+","chr6.43770082.43772082","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771082,43771083,"+","VEGFA","chr6_43771082_43771083_VEGFA"
"179","chr6_43771152_43771153","chr6",43770152,43772152,2001,"+","chr6.43770152.43772152","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771152,43771153,"+","VEGFA","chr6_43771152_43771153_VEGFA"
"180","chr6_43771208_43771209","chr6",43770208,43772208,2001,"+","chr6.43770208.43772208","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771208,43771209,"+","VEGFA","chr6_43771208_43771209_VEGFA"
"181","chr6_43771246_43771247","chr6",43770246,43772246,2001,"+","chr6.43770246.43772246","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771246,43771247,"+","VEGFA","chr6_43771246_43771247_VEGFA"
"182","chr6_43771991_43771992","chr6",43770991,43772991,2001,"+","chr6.43770991.43772991","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43771991,43771992,"+","VEGFA","chr6_43771991_43771992_VEGFA"
"183","chr6_43773171_43773172","chr6",43772171,43774171,2001,"+","chr6.43772171.43774171","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43773171,43773172,"+","VEGFA","chr6_43773171_43773172_VEGFA"
"184","chr6_43774352_43774353","chr6",43773352,43775352,2001,"+","chr6.43773352.43775352","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43774352,43774353,"+","VEGFA","chr6_43774352_43774353_VEGFA"
"185","chr6_43777719_43777720","chr6",43776719,43778719,2001,"+","chr6.43776719.43778719","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43777719,43777720,"+","VEGFA","chr6_43777719_43777720_VEGFA"
"186","chr6_43778171_43778172","chr6",43777171,43779171,2001,"+","chr6.43777171.43779171","chr6",43484826,44429137,944312,"+","NM_001318876.2","POLR1C","chr6",43778171,43778172,"+","VEGFA","chr6_43778171_43778172_VEGFA"
"187","chr7_116672050_116672051","chr7",116671050,116673050,2001,"+","chr7.116671050.116673050","chr7",116593554,116863961,270408,"+","NM_001369604.1","ST7","chr7",116672050,116672051,"+","MET","chr7_116672050_116672051_MET"
"188","chr7_116672155_116672156","chr7",116671155,116673155,2001,"+","chr7.116671155.116673155","chr7",116593554,116863961,270408,"+","NM_001369604.1","ST7","chr7",116672155,116672156,"+","MET","chr7_116672155_116672156_MET"
"189","chr7_116672195_116672196","chr7",116671195,116673195,2001,"+","chr7.116671195.116673195","chr7",116593554,116863961,270408,"+","NM_001369604.1","ST7","chr7",116672195,116672196,"+","MET","chr7_116672195_116672196_MET"
"190","chr7_116672284_116672285","chr7",116671284,116673284,2001,"+","chr7.116671284.116673284","chr7",116593554,116863961,270408,"+","NM_001369604.1","ST7","chr7",116672284,116672285,"+","MET","chr7_116672284_116672285_MET"
"191","chr7_116672389_116672390","chr7",116671389,116673389,2001,"+","chr7.116671389.116673389","chr7",116593554,116863961,270408,"+","NM_001369604.1","ST7","chr7",116672389,116672390,"+","MET","chr7_116672389_116672390_MET"
"192","chr7_116724145_116724146","chr7",116723145,116725145,2001,"+","chr7.116723145.116725145","chr7",116593554,116863961,270408,"+","NM_001369604.1","ST7","chr7",116724145,116724146,"+","MET","chr7_116724145_116724146_MET"
"193","chr7_116769665_116769666","chr7",116768665,116770665,2001,"+","chr7.116768665.116770665","chr7",116593554,116863961,270408,"+","NM_001369604.1","ST7","chr7",116769665,116769666,"+","MET","chr7_116769665_116769666_MET"
"194","chr7_55109722_55109723","chr7",55108722,55110722,2001,"+","chr7.55108722.55110722","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55109722,55109723,"+","EGFR","chr7_55109722_55109723_EGFR"
"195","chr7_55163752_55163753","chr7",55162752,55164752,2001,"+","chr7.55162752.55164752","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55163752,55163753,"+","EGFR","chr7_55163752_55163753_EGFR"
"196","chr7_55192810_55192811","chr7",55191810,55193810,2001,"+","chr7.55191810.55193810","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55192810,55192811,"+","EGFR","chr7_55192810_55192811_EGFR"
"197","chr7_55198271_55198272","chr7",55197271,55199271,2001,"+","chr7.55197271.55199271","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55198271,55198272,"+","EGFR","chr7_55198271_55198272_EGFR"
"198","chr7_55200572_55200573","chr7",55199572,55201572,2001,"+","chr7.55199572.55201572","chr7",55086709,55224632,137924,"+","NM_201283.2","EGFR","chr7",55200572,55200573,"+","EGFR","chr7_55200572_55200573_EGFR"
"199","chr9_21994391_21994392","chr9",21993391,21995391,2001,"+","chr9.21993391.21995391","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21994391,21994392,"+","CDKN2A","chr9_21994391_21994392_CDKN2A"
"200","chr9_21994410_21994411","chr9",21993410,21995410,2001,"+","chr9.21993410.21995410","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21994410,21994411,"+","CDKN2A","chr9_21994410_21994411_CDKN2A"
"201","chr9_21994872_21994873","chr9",21993872,21995872,2001,"+","chr9.21993872.21995872","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21994872,21994873,"+","CDKN2A","chr9_21994872_21994873_CDKN2A"
"202","chr9_21995268_21995269","chr9",21994268,21996268,2001,"+","chr9.21994268.21996268","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21995268,21995269,"+","CDKN2A","chr9_21995268_21995269_CDKN2A"
"203","chr9_21995300_21995301","chr9",21994300,21996300,2001,"+","chr9.21994300.21996300","chr9",21994789,22077889,83101,"+","NR_047533.1","CDKN2B-AS1","chr9",21995300,21995301,"+","CDKN2A","chr9_21995300_21995301_CDKN2A"
